Id,Спальни,Ванные комнаты,Этажи,Площадь дома,Площадь земли,Площадь подвалов,Площадь домов соседей,Площадь земли соседей,Вид,Состояние,Качество,Год постройки,Год ремонта,Дата продажи,Цена продажи
17763,4,1.75,1.0,266,4492,107,229,4492,0.0,3.0,fair,,0,06.2014,656.0
16503,3,3.0,2.0,175,204,33,139,204,0.0,3.0,fair,2007.0,0,03.2015,780.0
4899,3,1.75,1.0,271,982,0,145,982,0.0,4.0,fair,1964.0,0,04.2015,402.0
15258,5,3.0,2.5,386,697,59,209,697,,,,1909.0,0,02.2015,3797.0
12929,3,2.0,1.5,203,462,46,172,462,2.0,4.0,fair,1930.0,0,06.2014,687.0
3277,5,2.5,2.0,257,753,0,192,753,0.0,3.0,fair,2002.0,0,08.2014,1618.0
11501,3,2.25,3.0,129,131,0,129,131,0.0,3.0,fair,2004.0,0,02.2015,407.0
21612,2,0.75,2.0,95,100,0,95,100,0.0,3.0,fair,2008.0,0,10.2014,402.0
1886,4,4.0,2.0,305,785,0,347,785,0.0,3.0,fair,,0,10.2014,973.0
3638,3,1.0,1.0,90,870,0,98,870,0.0,4.0,fair,1942.0,0,04.2015,255.0
16926,3,1.75,1.0,137,805,69,149,805,0.0,5.0,fair,1954.0,0,03.2015,620.0
20853,1,1.0,1.0,68,180,0,95,180,0.0,3.0,fair,2009.0,0,09.2014,402.0
18469,2,1.0,1.0,83,446,0,94,446,0.0,4.0,fair,1928.0,0,04.2015,272.0
9817,3,2.25,1.0,131,719,0,113,719,0.0,5.0,fair,1923.0,0,03.2015,607.0
5637,5,2.0,1.5,174,682,0,174,682,0.0,3.0,fair,1960.0,0,05.2015,557.0
16499,2,1.0,2.0,66,106,0,127,106,0.0,4.0,fair,1943.0,0,06.2014,500.0
1529,4,2.5,2.0,303,521,0,280,521,0.0,3.0,fair,2003.0,0,05.2015,1003.0
11457,3,1.0,1.0,97,750,0,135,750,0.0,4.0,fair,1961.0,0,10.2014,483.0
11386,4,2.0,2.0,145,818,0,137,818,0.0,5.0,fair,1942.0,1967,03.2015,359.0
8937,3,1.0,1.0,158,715,54,158,715,0.0,3.0,fair,1960.0,0,08.2014,309.0
3960,2,1.5,1.0,154,372,61,146,372,0.0,3.0,fair,1950.0,0,09.2014,507.0
4900,3,1.75,1.0,171,873,0,265,873,0.0,3.0,fair,1971.0,0,11.2014,681.0
21404,3,2.25,2.0,177,353,0,181,353,0.0,3.0,fair,2006.0,0,09.2014,437.0
3485,2,1.0,1.0,65,295,20,164,295,0.0,3.0,fair,1951.0,0,10.2014,148.0
20583,4,2.75,2.0,251,557,56,190,557,0.0,4.0,fair,1910.0,0,07.2014,928.0
18336,4,1.75,1.0,198,757,74,149,757,0.0,4.0,fair,1967.0,0,02.2015,353.0
12833,3,2.5,1.0,276,2146,136,222,2146,0.0,3.0,fair,1967.0,0,02.2015,742.0
2843,3,1.0,1.0,134,660,41,143,660,0.0,4.0,fair,1980.0,0,03.2015,592.0
8995,3,1.75,1.0,133,916,27,122,916,2.0,4.0,fair,1980.0,0,05.2015,483.0
11156,3,1.0,1.0,156,828,0,151,828,0.0,4.0,fair,1940.0,0,08.2014,606.0
6517,4,2.0,2.0,253,819,45,275,819,3.0,3.0,fair,1976.0,0,11.2014,693.0
5603,4,3.0,1.5,198,449,0,99,449,0.0,4.0,fair,1930.0,0,08.2014,458.0
18334,5,3.0,1.0,208,1434,79,208,1434,,,,1952.0,0,12.2014,594.0
5889,2,1.0,1.0,129,497,40,135,497,0.0,5.0,fair,1908.0,0,04.2015,662.0
11025,4,3.25,3.0,241,361,0,241,361,0.0,3.0,fair,2013.0,0,03.2015,941.0
1239,4,2.75,1.0,217,590,96,188,590,0.0,4.0,fair,1974.0,0,05.2015,799.0
21288,3,2.75,2.0,229,334,0,239,334,0.0,3.0,fair,2007.0,0,05.2014,957.0
13841,4,3.0,2.0,240,892,42,177,892,0.0,4.0,fair,1992.0,0,02.2015,439.0
17715,3,2.0,1.0,108,1277,54,275,1277,0.0,5.0,fair,1931.0,0,11.2014,960.0
20778,3,3.5,2.0,195,230,60,167,230,0.0,3.0,fair,2011.0,0,09.2014,687.0
14967,3,1.5,1.0,146,1133,0,162,1133,0.0,4.0,fair,1972.0,0,07.2014,567.0
7044,2,2.75,2.0,194,2226,0,169,2226,3.0,4.0,fair,1988.0,0,03.2015,804.0
13942,3,2.5,2.0,287,1931,0,316,1931,0.0,4.0,fair,1991.0,0,12.2014,1104.0
487,2,2.0,1.0,83,465,0,173,465,0.0,3.0,fair,1917.0,0,07.2014,257.0
6141,2,1.0,1.0,112,1615,0,199,1615,0.0,4.0,fair,1948.0,0,07.2014,320.0
11093,5,3.5,2.0,344,790,88,220,790,0.0,3.0,fair,1950.0,2014,12.2014,1604.0
7267,4,2.75,1.0,179,1212,70,175,1212,0.0,4.0,fair,1980.0,0,01.2015,581.0
321,3,2.25,2.0,189,1505,0,247,1505,,,,1984.0,0,10.2014,644.0
1355,3,2.5,1.0,305,957,149,144,957,0.0,3.0,fair,1970.0,0,07.2014,1331.0
11270,5,3.0,1.0,188,550,74,198,550,0.0,3.0,fair,1993.0,0,10.2014,385.0
1993,3,1.0,1.0,114,897,0,128,897,0.0,3.0,fair,1968.0,0,03.2015,398.0
11410,3,2.5,2.0,192,1181,0,243,1181,0.0,3.0,fair,1996.0,0,06.2014,693.0
10070,4,1.75,1.0,189,1163,39,153,1163,0.0,3.0,fair,,0,09.2014,470.0
8021,4,2.5,2.0,186,465,0,224,465,0.0,3.0,fair,2005.0,0,08.2014,433.0
6781,2,1.0,1.0,72,903,0,106,903,0.0,4.0,fair,1942.0,0,02.2015,268.0
9821,1,0.75,1.5,78,669,0,145,669,0.0,3.0,fair,1949.0,0,04.2015,277.0
914,3,2.5,2.0,163,670,0,190,670,0.0,3.0,fair,1994.0,0,05.2014,401.0
12593,5,3.25,2.0,366,909,0,330,909,0.0,3.0,fair,2007.0,0,09.2014,861.0
12690,3,3.5,1.0,285,655,139,218,655,3.0,3.0,fair,1928.0,1996,02.2015,1053.0
17444,5,3.0,1.5,347,511,146,176,511,0.0,3.0,fair,1927.0,0,10.2014,1213.0
17156,3,1.75,1.0,104,719,24,115,719,0.0,4.0,fair,1948.0,0,10.2014,439.0
4964,3,1.75,1.0,216,1384,33,239,1384,0.0,3.0,fair,1980.0,0,05.2014,729.0
14786,3,2.5,2.0,160,576,0,159,576,0.0,3.0,fair,2014.0,0,03.2015,315.0
17482,3,1.75,1.0,182,756,91,99,756,0.0,3.0,fair,1948.0,0,05.2014,421.0
5120,2,1.0,1.0,139,745,0,105,745,0.0,3.0,fair,1947.0,0,10.2014,291.0
10448,2,1.0,1.0,62,624,0,66,624,0.0,5.0,fair,1942.0,0,09.2014,377.0
16142,3,2.25,1.0,173,669,58,145,669,0.0,4.0,fair,1977.0,0,08.2014,551.0
10581,2,1.0,1.0,73,1319,0,133,1319,0.0,3.0,fair,1951.0,0,08.2014,245.0
17292,3,2.5,2.0,137,165,29,137,165,0.0,3.0,fair,2005.0,0,11.2014,470.0
8860,2,2.5,2.0,233,1671,0,227,1671,0.0,3.0,fair,1943.0,2014,08.2014,1004.0
16675,3,1.75,1.5,104,511,0,138,511,0.0,4.0,fair,1925.0,0,05.2014,575.0
825,3,1.0,1.0,90,465,0,120,465,,,,1968.0,0,08.2014,280.0
20081,3,1.75,3.0,153,110,0,153,110,,,,2014.0,0,11.2014,742.0
10468,4,3.75,2.0,267,418,33,267,418,,,,2012.0,0,03.2015,2478.0
2895,3,1.0,2.0,182,890,0,172,890,0.0,2.0,fair,1908.0,0,12.2014,223.0
21271,3,3.25,2.0,135,129,25,135,129,0.0,3.0,fair,2013.0,0,07.2014,396.0
2174,3,1.0,1.5,170,409,10,153,409,0.0,4.0,fair,1930.0,0,04.2015,790.0
17914,3,2.25,1.0,122,1191,0,149,1191,0.0,3.0,fair,1950.0,2013,07.2014,361.0
6502,3,1.75,1.0,107,892,0,141,892,0.0,3.0,fair,1979.0,0,06.2014,383.0
11602,5,3.25,2.0,311,372,78,151,372,,,,1997.0,0,07.2014,1375.0
2726,5,2.25,2.0,284,1266,0,319,1266,0.0,3.0,fair,1989.0,0,09.2014,929.0
4402,4,2.5,2.0,268,679,0,265,679,0.0,3.0,fair,2006.0,0,11.2014,638.0
357,4,1.0,1.5,163,892,0,163,892,0.0,4.0,fair,1954.0,0,10.2014,520.0
12039,3,1.75,1.0,123,878,0,123,878,0.0,5.0,fair,1943.0,0,09.2014,420.0
20542,4,2.75,2.0,308,516,0,316,516,0.0,3.0,fair,2012.0,0,01.2015,1053.0
20136,4,4.5,2.0,476,3839,170,312,3839,0.0,3.0,fair,2008.0,0,12.2014,1533.0
19023,3,1.75,1.0,221,971,91,200,971,0.0,3.0,fair,1977.0,0,02.2015,700.0
20026,3,3.5,3.0,105,135,0,105,135,,,,2005.0,0,03.2015,424.0
10386,1,1.0,1.5,104,1096,0,216,1096,0.0,3.0,fair,1950.0,0,08.2014,384.0
8493,4,2.5,2.0,185,422,0,203,422,0.0,3.0,fair,2009.0,0,04.2015,353.0
3366,3,2.25,1.0,164,929,40,118,929,0.0,3.0,fair,1978.0,0,09.2014,300.0
236,3,2.0,1.0,206,8761,54,192,8761,,,,1976.0,0,04.2015,515.0
9855,5,3.0,2.0,276,604,0,276,604,0.0,3.0,fair,2000.0,0,09.2014,842.0
11144,4,2.5,2.0,262,1394,0,227,1394,0.0,4.0,fair,1985.0,0,09.2014,805.0
2700,5,2.0,2.0,191,557,0,164,557,0.0,3.0,fair,1903.0,0,06.2014,718.0
16820,3,1.75,1.0,227,946,113,153,946,0.0,4.0,fair,1962.0,0,10.2014,347.0
12897,3,2.25,1.0,264,5544,117,206,5544,,,,1967.0,0,10.2014,821.0
7184,5,2.5,1.0,222,815,104,167,815,0.0,4.0,fair,1980.0,0,11.2014,443.0
4445,4,3.0,2.0,231,638,0,181,638,0.0,3.0,fair,2005.0,0,04.2015,446.0
13045,3,1.5,1.0,162,649,13,153,649,,,,1950.0,0,09.2014,538.0
14223,4,2.5,2.0,141,313,0,173,313,0.0,3.0,fair,1994.0,0,04.2015,641.0
7744,2,2.0,1.5,70,609,0,106,609,2.0,3.0,fair,1945.0,0,02.2015,319.0
4302,3,1.75,1.0,170,1018,0,172,1018,0.0,3.0,fair,1963.0,0,07.2014,429.0
20641,4,2.5,2.0,221,456,0,240,456,0.0,3.0,fair,2006.0,0,09.2014,476.0
12411,4,1.5,1.0,127,734,44,127,734,0.0,3.0,fair,,0,03.2015,236.0
18484,4,2.25,1.0,186,992,60,153,992,,,,1960.0,0,04.2015,408.0
7117,3,1.5,1.0,115,874,0,210,874,,,,1966.0,0,10.2014,266.0
7606,2,0.75,1.5,117,446,17,247,446,2.0,4.0,fair,,0,08.2014,972.0
17123,2,1.0,1.0,72,871,0,98,871,0.0,3.0,fair,1947.0,0,09.2014,223.0
6286,4,2.5,2.0,239,452,0,239,452,0.0,3.0,fair,2005.0,0,06.2014,396.0
6092,3,1.0,1.0,94,822,0,128,822,,,,1968.0,0,07.2014,284.0
13638,5,2.75,1.0,288,930,134,300,930,2.0,4.0,fair,1973.0,0,06.2014,1208.0
14991,4,2.5,2.0,268,821,0,239,821,0.0,3.0,fair,2006.0,0,02.2015,664.0
17345,3,2.75,2.0,176,366,0,176,366,0.0,3.0,fair,1999.0,0,04.2015,588.0
9374,4,1.5,1.5,132,624,0,145,624,0.0,3.0,fair,,0,11.2014,433.0
5789,3,2.75,2.0,362,10360,41,229,10360,0.0,3.0,fair,1967.0,2008,08.2014,514.0
2242,4,2.5,2.0,270,709,0,296,709,2.0,3.0,fair,2006.0,0,06.2014,650.0
6772,3,1.0,1.0,184,886,84,156,886,0.0,3.0,fair,1949.0,0,11.2014,490.0
10607,6,4.5,2.0,307,669,0,229,669,0.0,3.0,fair,1980.0,0,07.2014,631.0
19827,4,2.5,2.0,246,383,0,189,383,0.0,3.0,fair,2014.0,0,10.2014,493.0
2225,3,2.5,2.0,244,933,0,245,933,0.0,3.0,fair,1996.0,0,09.2014,823.0
18923,4,3.0,1.5,208,557,90,208,557,0.0,4.0,fair,1914.0,0,05.2014,1474.0
14180,2,1.0,1.0,90,1724,0,107,1724,0.0,3.0,fair,1939.0,0,01.2015,390.0
18380,2,1.0,1.5,130,892,0,114,892,0.0,4.0,fair,1941.0,0,01.2015,247.0
16354,3,1.75,2.0,187,353,0,143,353,0.0,2.0,fair,1922.0,0,12.2014,712.0
3005,4,2.5,2.0,137,150,46,136,150,0.0,3.0,fair,2003.0,0,05.2015,283.0
4714,3,2.5,1.0,168,669,46,190,669,0.0,5.0,fair,1960.0,0,12.2014,1025.0
11267,3,2.75,2.0,282,1956,0,274,1956,0.0,4.0,fair,1980.0,0,02.2015,1982.0
7890,3,1.5,1.0,127,787,0,159,787,0.0,4.0,fair,1961.0,0,05.2014,229.0
16831,4,3.5,2.0,331,1559,93,288,1559,0.0,3.0,fair,2014.0,0,08.2014,1728.0
3767,2,1.0,1.0,65,1870,0,138,1870,0.0,3.0,fair,1949.0,0,04.2015,104.0
4637,3,2.5,3.0,117,107,0,122,107,0.0,3.0,fair,,0,07.2014,392.0
7675,5,2.0,2.0,188,372,0,182,372,0.0,3.0,fair,,0,12.2014,477.0
1031,4,4.25,2.0,395,609,128,338,609,3.0,4.0,fair,2008.0,0,04.2015,3035.0
13138,4,2.5,1.5,187,1488,0,132,1488,0.0,5.0,fair,1962.0,0,12.2014,532.0
988,4,1.0,1.5,139,593,0,91,593,0.0,4.0,fair,1951.0,0,04.2015,494.0
6992,3,1.0,1.0,107,674,0,111,674,0.0,3.0,fair,1959.0,0,08.2014,273.0
7340,4,1.0,1.0,202,1124,0,118,1124,0.0,5.0,fair,,0,02.2015,700.0
9480,3,2.25,1.0,136,670,0,172,670,0.0,3.0,fair,1963.0,0,04.2015,625.0
12476,3,1.0,1.0,92,941,0,126,941,0.0,3.0,fair,1972.0,0,10.2014,275.0
21467,5,3.5,2.0,486,832,72,215,832,0.0,3.0,good,2014.0,0,12.2014,2462.0
1018,4,1.5,1.0,137,4371,0,142,4371,0.0,5.0,fair,1942.0,0,09.2014,350.0
1509,4,3.0,2.0,284,465,0,284,465,0.0,3.0,fair,2001.0,0,06.2014,494.0
19704,3,3.75,2.0,210,190,101,198,190,0.0,3.0,fair,2010.0,0,04.2015,659.0
3204,4,4.25,2.0,454,2419,95,347,2419,3.0,3.0,fair,2006.0,0,04.2015,665.0
3794,3,1.0,1.5,125,808,0,121,808,0.0,3.0,fair,1942.0,0,03.2015,316.0
15976,3,3.0,1.0,142,929,47,131,929,0.0,3.0,fair,1992.0,0,10.2014,190.0
17071,3,1.75,1.5,156,223,47,100,223,0.0,3.0,fair,1929.0,0,07.2014,581.0
13414,3,1.5,1.0,126,713,0,151,713,0.0,3.0,fair,1955.0,0,08.2014,436.0
8480,4,3.25,1.0,281,1250,0,197,1250,0.0,5.0,fair,1956.0,0,11.2014,1001.0
19133,5,3.25,2.0,249,280,75,320,280,0.0,3.0,fair,1910.0,2014,12.2014,1274.0
14302,3,2.0,1.0,122,784,0,166,784,0.0,5.0,fair,1951.0,0,07.2014,276.0
14922,4,2.0,1.0,135,507,0,91,507,0.0,5.0,fair,1951.0,0,07.2014,486.0
9312,3,1.75,2.0,151,3522,0,203,3522,0.0,4.0,fair,1953.0,1975,10.2014,458.0
18604,4,2.0,2.0,130,446,0,151,446,0.0,3.0,fair,1986.0,0,10.2014,1009.0
259,4,2.5,2.0,229,411,0,278,411,0.0,3.0,fair,2006.0,0,08.2014,858.0
234,3,1.5,1.5,230,491,80,194,491,0.0,5.0,fair,1947.0,0,09.2014,588.0
8854,4,2.25,2.0,295,892,0,264,892,0.0,3.0,fair,1984.0,0,03.2015,898.0
13670,3,2.25,1.0,169,9267,0,172,9267,0.0,4.0,fair,1969.0,0,02.2015,457.0
18874,3,1.75,1.0,124,670,0,139,670,0.0,3.0,fair,1969.0,0,08.2014,472.0
17798,3,1.0,1.0,111,2528,0,135,2528,0.0,5.0,fair,1943.0,1989,09.2014,340.0
10199,4,2.25,2.0,228,3167,0,224,3167,0.0,4.0,fair,1980.0,0,11.2014,844.0
13554,3,1.0,1.0,142,879,0,142,879,0.0,4.0,fair,1960.0,0,01.2015,312.0
2816,2,1.0,1.0,85,467,0,114,467,0.0,4.0,fair,1938.0,0,01.2015,743.0
2561,4,2.5,2.0,277,527,0,242,527,0.0,3.0,fair,2003.0,0,12.2014,408.0
3360,3,2.0,2.0,158,929,0,136,929,0.0,3.0,fair,,0,11.2014,562.0
13374,3,1.75,1.0,199,1214,63,194,1214,0.0,4.0,fair,1974.0,0,08.2014,336.0
8043,3,1.75,1.0,271,1986,99,143,1986,0.0,3.0,fair,1961.0,0,05.2015,594.0
20353,3,2.5,2.0,182,329,0,171,329,0.0,3.0,fair,2012.0,0,05.2015,423.0
4837,3,2.0,1.0,125,714,0,137,714,0.0,3.0,fair,1989.0,0,07.2014,288.0
11907,4,2.5,1.5,337,3984,124,263,3984,0.0,3.0,fair,1979.0,0,05.2014,495.0
8264,3,2.0,1.0,108,936,0,105,936,,,,1986.0,0,03.2015,390.0
19171,3,1.0,1.0,98,1179,0,178,1179,0.0,3.0,fair,1969.0,0,09.2014,495.0
498,2,1.5,1.5,138,534,28,148,534,0.0,4.0,fair,1900.0,0,08.2014,774.0
4975,5,3.25,2.0,300,465,82,141,465,1.0,3.0,fair,2002.0,0,11.2014,1009.0
18505,4,1.75,1.0,210,651,105,216,651,1.0,4.0,fair,1947.0,0,05.2014,803.0
13246,3,2.5,2.0,150,467,0,166,467,0.0,3.0,fair,2004.0,0,03.2015,363.0
3384,5,4.75,2.0,503,1248,33,348,1248,0.0,4.0,fair,1941.0,0,11.2014,3152.0
310,4,2.5,1.5,220,372,36,227,372,2.0,5.0,fair,1928.0,0,02.2015,1033.0
20396,5,4.25,2.0,382,3972,106,254,3972,2.0,3.0,fair,2000.0,0,09.2014,909.0
179,2,1.0,1.0,125,764,27,143,764,0.0,3.0,fair,1949.0,0,01.2015,408.0
15612,3,2.75,1.0,197,711,0,110,711,0.0,4.0,fair,1958.0,0,08.2014,458.0
9184,4,2.0,1.0,223,1185,0,170,1185,0.0,4.0,fair,1962.0,0,09.2014,724.0
6891,3,2.0,1.0,126,813,0,235,813,2.0,4.0,fair,1942.0,0,03.2015,945.0
12762,3,1.5,2.0,127,445,0,127,445,0.0,4.0,fair,1982.0,0,04.2015,439.0
11980,4,4.5,2.0,393,26385,0,267,26385,0.0,4.0,good,1985.0,0,06.2014,1245.0
4196,4,1.75,1.0,194,758,95,122,758,0.0,4.0,fair,1963.0,0,05.2014,719.0
21528,3,2.5,3.0,163,128,0,180,128,,,,2008.0,0,02.2015,724.0
8045,3,1.75,1.0,183,660,35,166,660,0.0,3.0,fair,1976.0,0,09.2014,505.0
6808,2,1.0,1.0,98,813,0,312,813,0.0,4.0,fair,1951.0,0,08.2014,991.0
3692,3,1.0,1.0,117,675,0,87,675,,,,1954.0,0,04.2015,233.0
5201,5,1.5,1.5,157,718,0,157,718,0.0,4.0,fair,1961.0,0,03.2015,354.0
8360,3,1.0,1.0,105,1045,0,131,1045,0.0,3.0,fair,1965.0,0,12.2014,438.0
704,2,1.0,1.0,82,836,0,131,836,,,,1928.0,0,08.2014,161.0
5427,4,3.25,2.0,287,6273,0,297,6273,0.0,3.0,fair,1988.0,0,08.2014,1045.0
341,4,3.5,2.0,282,782,58,322,782,0.0,3.0,fair,2010.0,0,11.2014,847.0
11287,3,2.25,1.0,143,496,72,156,496,0.0,5.0,fair,1954.0,0,06.2014,386.0
3447,4,3.5,2.0,372,1417,0,330,1417,0.0,3.0,fair,2007.0,0,06.2014,944.0
10015,3,1.0,1.0,106,792,0,106,792,0.0,5.0,fair,1967.0,0,04.2015,315.0
17173,6,3.0,1.0,331,399,165,282,399,,,,1957.0,0,05.2015,538.0
16545,3,1.75,1.0,104,904,0,235,904,0.0,3.0,fair,1944.0,1989,11.2014,448.0
13563,4,2.5,2.0,276,532,0,366,532,0.0,3.0,fair,2005.0,0,12.2014,885.0
8612,2,1.0,1.0,119,900,59,151,900,,,,1919.0,0,10.2014,421.0
17270,3,1.75,1.0,155,689,33,153,689,0.0,3.0,fair,1987.0,0,05.2014,340.0
3441,4,2.5,2.0,237,679,0,216,679,0.0,3.0,fair,1988.0,0,09.2014,866.0
8686,4,2.5,2.0,228,830,0,224,830,0.0,3.0,fair,1990.0,0,04.2015,371.0
9961,4,2.5,2.0,224,444,0,224,444,0.0,3.0,fair,,0,06.2014,545.0
12472,4,1.75,1.0,176,894,56,140,894,0.0,4.0,fair,1969.0,0,04.2015,390.0
482,3,3.0,2.0,278,908,0,207,908,0.0,4.0,fair,1973.0,0,03.2015,1053.0
19106,4,2.5,1.0,182,1323,62,231,1323,1.0,4.0,fair,1958.0,0,06.2014,743.0
13793,3,2.5,2.0,237,4204,0,203,4204,0.0,3.0,fair,2001.0,0,06.2014,861.0
20459,3,2.5,3.0,149,231,6,132,231,0.0,3.0,fair,2007.0,0,07.2014,468.0
15988,3,1.75,2.0,193,465,0,169,465,0.0,5.0,fair,1906.0,0,10.2014,1022.0
10849,3,1.75,1.0,123,613,0,99,613,0.0,3.0,fair,1988.0,0,12.2014,361.0
16873,4,1.5,1.0,137,6578,0,168,6578,0.0,3.0,fair,1976.0,0,05.2014,402.0
9624,3,1.75,1.0,151,780,53,151,780,0.0,4.0,fair,1955.0,0,04.2015,619.0
3370,4,2.25,1.5,227,878,0,160,878,0.0,3.0,fair,1947.0,2014,10.2014,867.0
20151,3,2.5,2.0,174,376,0,198,376,0.0,3.0,fair,2007.0,0,01.2015,307.0
19713,2,2.25,3.0,103,120,0,126,120,0.0,3.0,fair,2006.0,0,10.2014,427.0
4263,4,2.0,1.0,200,1316,76,215,1316,,,,1966.0,0,04.2015,656.0
4014,3,1.75,1.0,201,583,72,120,583,0.0,4.0,fair,1960.0,0,06.2014,1015.0
14094,3,2.5,2.0,242,206,48,242,206,2.0,3.0,fair,1979.0,0,03.2015,978.0
13855,4,4.0,2.0,295,711,60,186,711,0.0,3.0,fair,1920.0,0,10.2014,960.0
11954,5,1.75,1.0,185,2584,0,208,2584,0.0,3.0,fair,1955.0,0,07.2014,229.0
9131,1,1.0,1.0,67,11493,0,173,11493,0.0,4.0,fair,1935.0,0,12.2014,309.0
4512,3,2.5,2.0,212,593,0,237,593,0.0,3.0,fair,2008.0,0,11.2014,386.0
11991,4,3.0,2.0,406,20242,0,226,20242,0.0,3.0,fair,1984.0,0,10.2014,1112.0
12382,3,1.75,1.0,110,1977,0,138,1977,0.0,4.0,fair,1958.0,0,02.2015,256.0
8962,4,2.25,2.0,296,1077,83,278,1077,0.0,3.0,fair,1984.0,0,06.2014,929.0
4687,2,1.0,1.0,84,408,0,133,408,0.0,3.0,fair,1918.0,0,07.2014,253.0
16212,3,1.0,1.0,117,1013,0,101,1013,0.0,4.0,fair,1943.0,0,10.2014,235.0
4915,5,3.5,1.0,376,1254,169,298,1254,2.0,4.0,fair,1988.0,0,08.2014,1146.0
8908,5,3.5,2.0,349,948,57,330,948,0.0,3.0,fair,1969.0,0,02.2015,1236.0
10765,4,1.5,1.0,205,975,52,171,975,0.0,4.0,fair,1953.0,0,02.2015,551.0
10507,4,2.5,2.5,295,3013,0,312,3013,0.0,3.0,fair,1989.0,0,10.2014,1127.0
556,7,3.5,2.0,431,1415,165,300,1415,1.0,3.0,good,1965.0,2003,06.2014,2416.0
16674,2,2.25,1.0,257,1104,111,215,1104,3.0,4.0,fair,1969.0,0,11.2014,799.0
20217,3,2.5,2.0,167,303,0,167,303,0.0,3.0,fair,2014.0,0,11.2014,542.0
3872,4,2.5,2.0,179,786,0,155,786,,,,1993.0,0,09.2014,402.0
18424,2,2.0,1.0,158,742,70,158,742,0.0,4.0,fair,1980.0,0,12.2014,339.0
2282,3,2.75,1.0,153,676,39,164,676,0.0,4.0,fair,1972.0,0,01.2015,532.0
10790,5,2.5,2.0,242,431,0,216,431,0.0,3.0,fair,2005.0,0,08.2014,391.0
15503,4,2.5,2.0,209,635,0,230,635,0.0,3.0,fair,1987.0,0,11.2014,489.0
5843,4,1.75,1.0,158,543,0,137,543,0.0,3.0,fair,1957.0,0,07.2014,763.0
19578,2,1.0,1.0,72,581,0,119,581,0.0,3.0,fair,1942.0,0,04.2015,335.0
11353,2,1.5,2.0,94,122,14,111,122,0.0,3.0,fair,2007.0,0,07.2014,358.0
17353,4,2.5,1.0,336,1592,130,328,1592,4.0,3.0,fair,1993.0,0,01.2015,1138.0
20906,3,2.0,2.0,180,614,0,151,614,0.0,3.0,fair,2014.0,0,10.2014,340.0
14220,5,2.5,1.0,186,334,79,131,334,0.0,3.0,fair,1987.0,0,11.2014,546.0
12600,3,2.5,1.0,187,5382,0,190,5382,0.0,3.0,fair,1978.0,0,03.2015,613.0
11774,3,1.5,1.0,136,1394,0,140,1394,0.0,3.0,fair,1966.0,0,07.2014,287.0
2822,3,2.5,2.0,217,397,0,223,397,,,,,0,03.2015,569.0
18897,3,1.0,1.0,95,557,0,192,557,0.0,3.0,fair,1900.0,0,08.2014,260.0
8399,4,2.0,1.5,126,255,0,182,255,0.0,3.0,fair,1945.0,2011,11.2014,628.0
855,4,2.5,2.0,166,569,0,181,569,0.0,3.0,fair,2005.0,0,08.2014,459.0
11512,3,2.5,2.0,150,625,0,156,625,0.0,3.0,fair,1994.0,0,05.2015,260.0
8,3,1.0,1.0,165,694,68,165,694,0.0,3.0,fair,1960.0,0,04.2015,284.0
15774,5,2.75,1.5,271,488,104,113,488,0.0,5.0,fair,1911.0,0,09.2014,328.0
8083,3,3.25,2.0,317,2391,0,154,2391,0.0,4.0,fair,1993.0,0,09.2014,892.0
13881,3,2.5,2.0,246,222,76,174,222,0.0,3.0,fair,1920.0,0,06.2014,1053.0
7533,2,1.0,1.0,75,406,0,176,406,0.0,3.0,fair,1958.0,0,04.2015,557.0
7957,3,2.5,2.0,157,1615,0,242,1615,0.0,3.0,fair,2003.0,0,09.2014,363.0
4716,3,2.5,2.0,119,468,0,139,468,0.0,4.0,fair,1985.0,0,11.2014,514.0
14235,3,1.75,1.0,170,907,49,172,907,0.0,3.0,fair,1977.0,0,10.2014,532.0
10087,3,1.0,1.0,107,941,0,110,941,0.0,4.0,fair,1970.0,0,03.2015,247.0
10533,2,1.0,1.0,95,758,0,133,758,0.0,4.0,fair,1948.0,0,05.2014,501.0
7247,4,2.5,2.0,262,470,0,262,470,0.0,3.0,fair,2006.0,0,03.2015,531.0
13650,4,1.75,1.0,199,461,98,148,461,0.0,3.0,fair,1965.0,0,04.2015,433.0
3540,6,1.5,1.0,179,780,84,165,780,0.0,3.0,fair,1971.0,0,06.2014,216.0
12495,5,2.25,1.0,192,974,92,162,974,0.0,4.0,fair,1958.0,0,10.2014,495.0
8709,4,2.25,2.0,198,1106,0,241,1106,0.0,3.0,fair,1976.0,0,09.2014,805.0
13275,4,2.5,1.0,197,851,62,197,851,0.0,4.0,fair,1961.0,0,09.2014,681.0
6594,3,2.0,1.0,173,672,50,170,672,0.0,3.0,fair,1985.0,0,09.2014,569.0
14253,4,2.5,2.0,280,641,0,266,641,0.0,3.0,fair,2001.0,0,04.2015,761.0
17913,3,1.75,1.0,211,665,84,112,665,0.0,3.0,fair,1948.0,0,12.2014,361.0
13924,3,2.5,2.0,298,802,63,244,802,0.0,4.0,fair,1990.0,0,08.2014,1077.0
14941,2,1.0,1.0,93,2927,0,145,2927,0.0,3.0,fair,1960.0,0,06.2014,328.0
3418,2,1.0,1.0,76,694,0,96,694,0.0,3.0,fair,1945.0,0,09.2014,303.0
11433,3,1.75,1.0,137,362,0,170,362,0.0,4.0,fair,1980.0,0,08.2014,303.0
